Years,Month,Temp,p,eip,vc
1960,1,28.23,0.9045560220000002,9.076042518397385,0.0320883750098893
1960,2,30.16,0.8829790080000002,7.838983050847458,0.0242319061600419
1960,3,30.81,0.8743369980000001,7.4949358541526,0.0217738402956139
1960,4,30.25,0.8818237500000001,7.7894736842105265,0.0238830478244596
1960,5,28.81,0.8987137980000002,8.665105386416863,0.0296948665537292
1960,6,26.43,0.919174182,10.642377756471715,0.038710881266328
1960,7,25.89,0.922523478,11.223458038422647,0.0401284039161245
1960,8,26.01,0.921820518,11.088911088911088,0.0398480466655108
1960,9,26.35,0.91970055,10.724637681159418,0.0389447332032812
1960,10,27.47,0.911376262,9.67741935483871,0.0351174090942496
1960,11,28.34,0.903490408,8.995137763371151,0.0316368968285268
1960,12,27.95,0.90717895,9.288702928870292,0.0332264709568992
1961,1,28.04,0.9063498880000002,9.219269102990031,0.0328627461751835
1961,2,29.41,0.8920895580000001,8.277404921700224,0.0272255948171227
1961,3,31.15,0.8695405500000002,7.326732673267327,0.02054971497194
1961,4,29.73,0.888315222,8.08448652585579,0.0259313285477019
1961,5,28.5,0.9019050000000002,8.88,0.0309773488247281
1961,6,26.4,0.9193728000000002,10.673076923076923,0.0387994602315017
1961,7,25.7,0.9235882,11.443298969072163,0.0405267527547561
1961,8,25.68,0.923696832,11.466942148760332,0.040565271032394
1961,9,25.88,0.9225809920000002,11.234817813765185,0.0401507894862999
1961,10,27.63,0.910019142,9.544282029234738,0.034497901336929
1961,11,28.69,0.899967798,8.747044917257682,0.0301915832990318
1961,12,27.35,0.91236655,9.779735682819382,0.0355732681878681
1962,1,28.0,0.90672,9.25,0.033024678777636
1962,2,30.14,0.883233928,7.85007072135785,0.0243097730356908
1962,3,31.24,0.8682391680000002,7.283464566929134,0.0202332929248011
1962,4,30.38,0.880131592,7.719054242002782,0.023383742760072
1962,5,28.87,0.8980779420000001,8.624708624708624,0.0294465905465664
1962,6,26.1,0.9212778,10.99009900990099,0.0396240581357143
1962,7,25.92,0.922349952,11.189516129032256,0.0400603320659294
1962,8,25.34,0.925443208,11.884368308351178,0.0411125669692249
1962,9,25.62,0.924018792,11.538461538461537,0.0406767702122577
1962,10,27.0,0.9151200000000002,10.090909090909092,0.036850592516267
1962,11,28.06,0.9061638480000004,9.20398009950249,0.032781623067762
1962,12,26.84,0.9163118080000002,10.239852398523986,0.0374036926138293
1963,1,28.18,0.9050338320000002,9.113300492610838,0.0322929014696192
1963,2,30.58,0.8774741520000002,7.613168724279836,0.0226267375863674
1963,3,30.57,0.8776085820000001,7.618393960192176,0.022664255821884
1963,4,29.32,0.8931208320000003,8.333333333333334,0.0275931766893868
1963,5,28.24,0.904459968,9.068627450980394,0.0320474139821832
1963,6,27.34,0.912448008,9.788359788359788,0.0356108840311627
1963,7,26.19,0.9207217980000002,10.893032384690873,0.0393888796443314
1963,8,26.08,0.921399552,11.011904761904765,0.0396748183998313
1963,9,26.51,0.918637318,10.56137012369172,0.0384696394531637
1963,10,27.16,0.913886208,9.946236559139784,0.0362772088700961
1963,11,27.1,0.9143538,9.999999999999998,0.0364944505495719
1963,12,26.93,0.9156465820000002,10.155535224153706,0.0370952143736693
1964,1,27.99,0.9068121180000002,9.25771476230192,0.0330650940884401
1964,2,29.88,0.8864881920000002,7.997118155619597,0.0253327612221494
1964,3,30.74,0.8753009680000001,7.530529172320218,0.0220313564560693
1964,4,29.74,0.8881945680000001,8.078602620087338,0.0258912485704816
1964,5,28.48,0.902105472,8.894230769230768,0.031059934151355
1964,6,26.7,0.9173202,10.373831775700936,0.03786905952411
1964,7,25.8,0.9230352000000002,11.326530612244897,0.0403242804909096
1964,8,25.53,0.924490662,11.647429171038825,0.0408323379651323
1964,9,25.42,0.9250493520000002,11.783439490445858,0.0410027571139741
1964,10,27.07,0.9145853820000002,10.027100271002707,0.0366020895272658
1964,11,28.04,0.9063498880000002,9.219269102990031,0.0328627461751835
1964,12,27.86,0.907994728,9.359190556492411,0.0335877848133008
1965,1,28.12,0.905601792,9.158415841584157,0.0325376672054991
1965,2,30.31,0.8810461980000001,7.756813417190776,0.0236519107197717
1965,3,31.43,0.8654481820000003,7.193778353856125,0.0195760441181813
1965,4,30.02,0.8847496720000001,7.917261055634808,0.0247795047171371
1965,5,27.71,0.909324838,9.479077711357814,0.0341837229630959
1965,6,25.91,0.922407958,11.200807265388496,0.0400831744936753
1965,7,26.57,0.918227782,10.501419110690634,0.0382840641123257
1965,8,25.75,0.9233137500000002,11.384615384615383,0.0404275542256461
1965,9,26.0,0.92188,11.1,0.0398722212897124
1965,10,27.31,0.9126913980000002,9.814323607427056,0.0357233705494425
1965,11,27.96,0.907087488,9.280936454849495,0.033186170270414
1965,12,26.6,0.9180208000000002,10.471698113207546,0.0381898342632497
1966,1,27.92,0.9074523520000002,9.31208053691275,0.0333471927258683
1966,2,29.8,0.8874672,8.043478260869565,0.0256512854545459
1966,3,31.1,0.8702578000000002,7.350993377483443,0.0207269013740414
1966,4,30.22,0.8822103120000002,7.805907172995782,0.0239990503277277
1966,5,29.17,0.894810102,8.428246013667424,0.0282085570742085
1966,6,26.51,0.918637318,10.56137012369172,0.0384696394531637
1966,7,26.43,0.919174182,10.642377756471715,0.038710881266328
1966,8,26.08,0.921399552,11.011904761904765,0.0396748183998313
1966,9,25.93,0.9222917820000002,11.178247734138973,0.0400373387761462
1966,10,27.08,0.914508352,10.018050541516248,0.0365662841483174
1966,11,28.11,0.9056958780000002,9.16597853014038,0.0325783851684327
